AD_GROUP_ID,CAMPAIGN_ID,CUSTOMER_ID,AD_GROUP_AD_ROTATION_MODE,AD_GROUP_CPC_BID_MICROS,AD_GROUP_CPM_BID_MICROS,AD_GROUP_CPV_BID_MICROS,AD_GROUP_DISPLAY_CUSTOM_BID_DIMENSION,AD_GROUP_EFFECTIVE_TARGET_CPA_MICROS,AD_GROUP_EFFECTIVE_TARGET_CPA_SOURCE,AD_GROUP_EFFECTIVE_TARGET_ROAS,AD_GROUP_EFFECTIVE_TARGET_ROAS_SOURCE,AD_GROUP_NAME,AD_GROUP_STATUS,AD_GROUP_TRACKING_URL_TEMPLATE,AD_GROUP_TYPE,AD_GROUP_URL_CUSTOM_PARAMETERS,CAMPAIGN_BIDDING_STRATEGY,CAMPAIGN_BIDDING_STRATEGY_TYPE,CAMPAIGN_MANUAL_CPC_ENHANCED_CPC_ENABLED,CAMPAIGN_PERCENT_CPC_ENHANCED_CPC_ENABLED
16929091723,246333523,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Environmental Compliance,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
16929110083,246333523,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,ISO Compliance,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
16929110203,246333523,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,PCI Compliance,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
16929110323,246333523,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Risk Management,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
16929110443,246333523,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,ERM,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
16929110563,246333523,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,NextGen Enterprise,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
16929110683,246333523,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Vendor Risk Management,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
16929111163,246333523,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Internal Audit,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
16929118003,246333523,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Strategic Planning,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
16929118843,246333523,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Business Performance Management,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
16929118963,246333523,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Balanced Score Card,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
16929119083,246333523,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,IT Security,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
16929119203,246333523,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Incident Management,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
16929119323,246333523,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Issues and Action Tracking,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
16929119563,246333523,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Governance,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
16929120763,246334003,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Risk Identification,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
16929121003,246334003,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Risk Assessment,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
16929121123,246334003,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Risk Workshops,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
16946849563,246334003,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Ballot,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
18729804643,273314443,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,GRC Cloud - General,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
18729804763,273314443,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Internal Control General,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
18734132563,273314443,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,SOX Compliance,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
18734855083,273314443,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,NERC Compliance,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
18734855203,273314443,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,ISO Compliance,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
18734855323,273314443,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Compliance Management General,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
18734855443,273314443,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Legislative Compliance,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
18734855563,273314443,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Environmental Compliance,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
18734855683,273314443,8005392514,UNSPECIFIED,5000000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,PCI Compliance,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
18734855803,273314443,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Legislative Compliance FI,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
18758203243,273314443,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Risk Management,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
18758314723,273314443,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Vendor Risk Management,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
18758316523,273314443,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,IT Security,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
18758316643,273314443,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Internal Audit,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
18758316763,273314443,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Balanced Score Card,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
18758317363,273314443,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Internal Audit #2,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
18758317483,273314443,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Issues and Action Tracking,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
18758317603,273314443,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Incident Management,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
18758500123,273314443,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Risk Workshops,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
18758500363,273314443,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Ballot,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
18758560483,273314443,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Risk Assessment,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
18758560603,273314443,8005392514,UNSPECIFIED,10000,300000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Risk Identification,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
19340756683,286187443,8005392514,UNSPECIFIED,15000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Governance Framework,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
19340777443,286187443,8005392514,UNSPECIFIED,15000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,IT Risk Management,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
19341023803,286187443,8005392514,UNSPECIFIED,15000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Governance and Compliance,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
21441267163,338267803,8005392514,OPTIMIZE,10000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Resolver Remarketing,PAUSED,,DISPLAY_STANDARD,[],,MANUAL_CPC,false,false
21477517243,339474523,8005392514,UNSPECIFIED,8000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Risk Assessment Software,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
21477674443,339474523,8005392514,UNSPECIFIED,8000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Group Decision Making Software,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
21477730123,339474523,8005392514,UNSPECIFIED,5000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Incident Management Software,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
21477921403,339474523,8005392514,UNSPECIFIED,8000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Risk Management Software,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
21482473483,339474523,8005392514,UNSPECIFIED,8000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Compliance Software,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
21482495563,339474523,8005392514,UNSPECIFIED,8000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Internal Audit Software,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
21482498923,339474523,8005392514,UNSPECIFIED,5000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Internal Control Software,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
21482503843,339474523,8005392514,UNSPECIFIED,5000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,GRC Software,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
21904316323,339474523,8005392514,UNSPECIFIED,8000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,SOX Software,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
22169655763,339474523,8005392514,UNSPECIFIED,15000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Enterprise Risk Management Software,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
22501021003,339474523,8005392514,UNSPECIFIED,10000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Risk Management Tool,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
29595446563,339474523,8005392514,UNSPECIFIED,8000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Retail Asset Protection | Exact,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
29595527083,339474523,8005392514,UNSPECIFIED,10000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Retail Asset Protection | Broad,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
29614874563,339474523,8005392514,UNSPECIFIED,10000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Retail Loss Prevention| Broad,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
29614888243,339474523,8005392514,UNSPECIFIED,8000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Retail Loss Prevention | Exact,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
29774905723,339474523,8005392514,UNSPECIFIED,8000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Theft Prevention | Exact,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
29774918083,339474523,8005392514,UNSPECIFIED,8000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Theft Prevention | Broad,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
29774920723,339474523,8005392514,UNSPECIFIED,8000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Employee Theft Prevention | Exact,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
29774920843,339474523,8005392514,UNSPECIFIED,8000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Employee Theft Prevention | Broad,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
29774923483,339474523,8005392514,UNSPECIFIED,8000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Retail Organized Crime | Exact,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
29774923603,339474523,8005392514,UNSPECIFIED,8000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Retail Organized Crime | Broad,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
34525755523,339474523,8005392514,UNSPECIFIED,8000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Site Audit | Exact,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
35237330792,339474523,8005392514,UNSPECIFIED,8000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Site Audit | Broad,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
21482513083,339552403,8005392514,UNSPECIFIED,5000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Ultimate Guide to Risk Management Software,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
21482522083,339552403,8005392514,UNSPECIFIED,5000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,User Experience for Enterprise GRC,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
21482588803,339556843,8005392514,UNSPECIFIED,2500000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Resolver,ENABLED,,SEARCH_STANDARD,"[{""key"":""adgroup"",""value"":""resolver""}]",,MAXIMIZE_CONVERSIONS,false,false
21482589523,339556843,8005392514,UNSPECIFIED,5000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Ballot,REMOVED,,SEARCH_STANDARD,[],,MAXIMIZE_CONVERSIONS,false,false
36358276745,339556843,8005392514,UNSPECIFIED,2000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Perspective,ENABLED,,SEARCH_STANDARD,"[{""key"":""adgroup"",""value"":""perspective""}]",,MAXIMIZE_CONVERSIONS,false,false
39629379507,339556843,8005392514,UNSPECIFIED,5000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Ballot,REMOVED,,SEARCH_STANDARD,[],,MAXIMIZE_CONVERSIONS,false,false
22121088043,340897243,8005392514,OPTIMIZE,2000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,All visitors - Guide to Risk Management,PAUSED,,DISPLAY_STANDARD,"[{""key"":""adgroup"",""value"":""all_visitors_guide_to_risk_management""}]",,MANUAL_CPC,true,false
25085718403,340897243,8005392514,OPTIMIZE,2000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,All visitors - Guide to Incident Management,PAUSED,,DISPLAY_STANDARD,"[{""key"":""adgroup"",""value"":""all_visitors_guide_to_incident_management""}]",,MANUAL_CPC,true,false
36496451962,340897243,8005392514,OPTIMIZE,4000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Inst:rsect 2017 | Early Bird,PAUSED,,DISPLAY_STANDARD,"[{""key"":""adgroup"",""value"":""instrsect_2017_early_bird""}]",,MANUAL_CPC,true,false
41453713402,340897243,8005392514,OPTIMIZE,4000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Inst:rsect 2017,PAUSED,,DISPLAY_STANDARD,"[{""key"":""adgroup"",""value"":""instrsect_2017""}]",,MANUAL_CPC,true,false
45643701550,340897243,8005392514,OPTIMIZE,5000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Intersect Visitors - SAVE50,ENABLED,,DISPLAY_STANDARD,"[{""key"":""adgroup"",""value"":""intersect_visitors_save50""}]",,MANUAL_CPC,true,false
22169699563,350283043,8005392514,UNSPECIFIED,15000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Guide to Risk Management | Exact,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,true,false
24819930403,350283043,8005392514,UNSPECIFIED,5000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Ultimate Guide to Critical Infrastructure - Utilities,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,true,false
25671231283,350283043,8005392514,UNSPECIFIED,25000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Guide to Incident Management Software,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,true,false
41770476883,350283043,8005392514,UNSPECIFIED,25000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Guide to Incident Management Software | Exact,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,true,false
45126381779,350283043,8005392514,UNSPECIFIED,20000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,CXO's Guide - Compliance Violations,REMOVED,http://go.pardot.com/adwordsAdClick/71032?creative={creative}&keyword={keyword}&matchtype={matchtype}&network={network}&device={device}&url={escapedlpurl},SEARCH_STANDARD,[],,MANUAL_CPC,true,false
46664510317,350283043,8005392514,UNSPECIFIED,45000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Guide To Risk Management | Broad,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,true,false
46766098022,350283043,8005392514,UNSPECIFIED,25000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,GAL eBook - Emergency Preparedness,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,true,false
49248034980,350283043,8005392514,UNSPECIFIED,20000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,GAL - eBook - Natural Disasters,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,true,false
49871682215,350283043,8005392514,UNSPECIFIED,35000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Data-Driven Approach To Risk,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,true,false
50130552218,350283043,8005392514,UNSPECIFIED,20000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,GAL - eBook - Crisis Management,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,true,false
50391939051,350283043,8005392514,UNSPECIFIED,20000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,CXO's Guide - Guide to Compliance,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,true,false
34097547963,675336403,8005392514,UNSPECIFIED,5000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Perspective,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
34097548003,675336406,8005392514,UNSPECIFIED,10000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Incident Reporting Software,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
34097548043,675336406,8005392514,UNSPECIFIED,12000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Case Management Software,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
34097548203,675336406,8005392514,UNSPECIFIED,20000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,SOC | Broad,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
34097548243,675336406,8005392514,UNSPECIFIED,10000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Investigations Management,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
34097548283,675336406,8005392514,UNSPECIFIED,15000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,CCS | Broad,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
34097548443,675336406,8005392514,UNSPECIFIED,20000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,SDS | Exact,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
34097548483,675336406,8005392514,UNSPECIFIED,20000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,SDS | Broad,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
34097548523,675336406,8005392514,UNSPECIFIED,10000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,IMS | Broad,REMOVED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
34097548683,675336406,8005392514,UNSPECIFIED,20000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,IMS | Broad,ENABLED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
34097548723,675336406,8005392514,UNSPECIFIED,10000000,10000,0,UNSPECIFIED,0,UNSPECIFIED,0.0,UNSPECIFIED,Incident Management Software,PAUSED,,SEARCH_STANDARD,[],,MANUAL_CPC,false,false
