CAMPAIGN_NAME,AD_GROUP,SPEND,MONTH
ca_en_src_br_conv_paused Nov 2024,br_br_pure,37174,2/1/2024
us_en_src_unbr_cons,grc_rcm_software,38013,2/1/2025
us_en_src_unbr_cons,grc_rm_system,31284,12/1/2024
uk_en_src_unbr_cons,grc_ra_tool,4659,8/1/2024
ca_en_src_br_conv_paused Nov 2024,br_br_pure,27799,9/1/2024
us_en_src_unbr_cons,cs_cm_software,2341,10/1/2024
us_en_src_unbr_cons,grc_rcm_software,984,8/1/2024
ca_en_src_unbr_cons,cs_cc_secsof,47218,1/1/2024
all_en_src_br_conv,br_br_pure,34527,1/1/2024
us_en_src_unbr_cons,grc_ra_tool,7610,8/1/2024
us_en_src_unbr_cons,grc_rcm_software,13027,7/1/2024
us_en_src_unbr_cons,grc_rm_solution,37293,11/1/2024
uk_en_src_unbr_cons,grc_grc_software,48757,2/1/2024
us_en_src_unbr_cons,cs_cm_software,38551,7/1/2024
us_en_src_unbr_cons,grc_ra_tool,28111,1/1/2025
us_en_src_unbr_cons,grc_rcm_software,15642,9/1/2024
us_en_src_unbr_cons,grc_grc_audit,8306,3/1/2024
us_en_src_unbr_cons,grc_grc_software,31438,7/1/2024
us_en_src_unbr_cons,grc_ra_tool,48317,7/1/2024
us_en_src_unbr_cons,grc_rm_solution,30417,8/1/2024
us_en_src_unbr_cons,grc_ra_software,42627,2/1/2025
us_en_src_unbr_cons,grc_com_solution,26333,6/1/2024
us_en_src_unbr_cons,grc_ra_solution,40643,10/1/2024
ca_en_src_br_conv_paused Nov 2024,br_br_rm,30909,11/1/2024
ca_en_src_unbr_cons,grc_rcm_software,30830,9/1/2024
us_en_src_unbr_cons,grc_erm_tool,36619,3/1/2024
us_en_src_unbr_cons,grc_rgc_software,27922,2/1/2024
us_en_src_unbr_cons,cs_icm_software,16606,1/1/2024
us_en_src_unbr_cons,cs_icm_software,12105,5/1/2024
us_en_src_unbr_cons,grc_com_solution,32497,8/1/2024
us_en_src_unbr_cons,grc_rm_software,7951,6/1/2024
us_en_src_unbr_cons,grc_rm_software,13653,12/1/2024
uk_en_src_unbr_cons,grc_grc_automation,40824,4/1/2024
ca_en_src_unbr_cons,grc_rm_software,11340,8/1/2024
us_en_src_unbr_cons,cs_cc_secsof,37950,1/1/2024
us_en_src_unbr_cons,cs_im_best,23757,9/1/2024
us_en_src_unbr_cons,grc_erm_solution,24126,1/1/2024
us_en_src_unbr_cons,grc_rm_system,13458,1/1/2025
all_en_src_br_conv,brand_brand_core,42138,3/1/2024
us_en_src_unbr_cons,cs_cm_software,47039,2/1/2025
us_en_src_unbr_cons,grc_itc_software,10113,6/1/2024
us_en_src_unbr_cons,grc_rm_tool,18786,8/1/2024
uk_en_src_unbr_cons,grc_ra_tool,5256,7/1/2024
us_en_src_unbr_cons,grc_com_software,39549,1/1/2025
us_en_src_unbr_cons,grc_grc_tool,4665,3/1/2024
us_en_src_unbr_cons,grc_rm_software,33775,2/1/2024
us_en_src_unbr_cons,grc_rm_system,48297,2/1/2024
us_en_src_unbr_cons,grc_rm_system,13130,10/1/2024
ca_en_src_unbr_cons,grc_grc_software,12395,6/1/2024
us_en_src_unbr_cons,grc_grc_software,9736,6/1/2024
us_en_src_unbr_cons,grc_ra_software,47294,3/1/2024
us_en_src_unbr_cons,grc_soc2_software,15246,5/1/2024
us_en_src_unbr_cons,grc_erm_software,23872,6/1/2024
us_en_src_unbr_cons,grc_ia_solution,18252,10/1/2024
us_en_src_unbr_cons,grc_itc_software,8363,3/1/2024
us_en_src_unbr_cons,grc_soc2_software,13339,6/1/2024
us_en_src_unbr_cons,infosec_infosec_system,44076,2/1/2024
ca_en_src_br_conv_paused Nov 2024,br_br_grc,40375,5/1/2024
us_en_src_unbr_cons,cs_img_report,19582,2/1/2024
us_en_src_unbr_cons,grc_ra_tool,13701,11/1/2024
uk_en_src_br_conv,br_br_im,46813,2/1/2024
all_en_src_br_conv,brand_brand_core,49706,4/1/2024
us_en_src_unbr_cons,cs_im_system,5117,1/1/2025
us_en_src_unbr_cons,grc_com_solution,19098,10/1/2024
us_en_src_unbr_cons,grc_com_tool,27005,7/1/2024
us_en_src_unbr_cons,grc_rm_software,46851,5/1/2024
ca_en_src_br_conv_paused Nov 2024,br_br_pure,9790,2/1/2025
ca_en_src_unbr_cons,grc_itc_software,28019,4/1/2024
us_en_src_unbr_cons,cs_cm_software,11300,6/1/2024
us_en_src_unbr_cons,cs_im_repsof,15613,8/1/2024
us_en_src_unbr_cons,grc_com_solution,48190,11/1/2024
us_en_src_unbr_cons,grc_rgc_software,25331,4/1/2024
us_en_src_unbr_cons,grc_soc2_software,28779,8/1/2024
ca_en_src_br_conv_paused Nov 2024,br_br_erm,46560,1/1/2024
ca_en_src_br_conv_paused Nov 2024,br_br_grc,26770,4/1/2024
us_en_src_unbr_cons,cs_im_trasof,30287,2/1/2025
us_en_src_unbr_cons,grc_rm_system,26864,9/1/2024
uk_en_src_unbr_cons,grc_com_software,7857,6/1/2024
us_en_src_unbr_cons,cs_esrm_software,14781,9/1/2024
us_en_src_unbr_cons,cs_img_report,22469,3/1/2024
us_en_src_unbr_cons,grc_ra_tool,45603,6/1/2024
us_en_src_unbr_cons,infosec_infosec_system,7369,1/1/2024
uk_en_src_br_conv,br_br_erm,49933,2/1/2024
uk_en_src_unbr_cons,cs_icm_software,29945,4/1/2024
uk_en_src_unbr_cons,grc_rm_tool,15530,4/1/2024
uk_en_src_unbr_cons,grc_rm_tool,8438,10/1/2024
ca_en_src_unbr_cons,grc_com_software,10090,11/1/2024
ca_en_src_unbr_cons,grc_iso27001_software,3609,3/1/2024
us_en_src_unbr_cons,grc_erm_system,25659,2/1/2024
us_en_src_unbr_cons,grc_ra_software,41734,12/1/2024
us_en_src_unbr_cons,grc_reg_software,32171,9/1/2024
us_en_src_unbr_cons,grc_rgc_software,5085,5/1/2024
us_en_src_unbr_cons,grc_rm_system,2951,11/1/2024
ca_en_src_unbr_cons,grc_ra_software,26156,2/1/2025
us_en_src_unbr_cons,grc_grc_audit,49533,2/1/2024
us_en_src_unbr_cons,grc_grc_tool,22898,2/1/2024
us_en_src_unbr_cons,grc_iso27001_software,31342,3/1/2024
us_en_src_unbr_cons,grc_ra_system,42920,9/1/2024
us_en_src_unbr_cons,grc_rm_software,15662,11/1/2024
ca_en_src_unbr_cons,cs_im_misc,22200,2/1/2025
us_en_src_unbr_cons,cs_im_misc,16933,11/1/2024
us_en_src_unbr_cons,grc_erm_solution,41827,10/1/2024
us_en_src_unbr_cons,grc_erm_tool,43587,2/1/2024
us_en_src_unbr_cons,grc_rm_software,5442,1/1/2025
us_en_src_unbr_cons,grc_rm_tool,20985,9/1/2024
uk_en_src_unbr_cons,grc_rm_tool,30108,5/1/2024
ca_en_src_unbr_cons,grc_grc_software,30635,2/1/2024
us_en_src_unbr_cons,cs_im_system,30611,8/1/2024
us_en_src_unbr_cons,cs_im_system,27816,10/1/2024
us_en_src_unbr_cons,cs_im_system,34984,11/1/2024
us_en_src_unbr_cons,grc_ra_software,24862,3/1/2025
us_en_src_unbr_cons,grc_rcm_software,25107,3/1/2025
us_en_src_unbr_cons,grc_rm_system,19237,8/1/2024
uk_en_src_br_conv,br_br_website,34789,1/1/2025
uk_en_src_unbr_cons,grc_ra_solution,22040,10/1/2024
ca_en_src_br_conv_paused Nov 2024,br_br_software,16601,2/1/2024
ca_en_src_unbr_cons,cs_img_software,40384,1/1/2024
ca_en_src_unbr_cons,grc_com_software,23329,7/1/2024
ca_en_src_unbr_cons,grc_itc_solution,40306,3/1/2024
all_en_src_br_conv,brand_brand_core,39497,2/1/2024
us_en_src_unbr_cons,cs_im_repsof,19275,12/1/2024
us_en_src_unbr_cons,cs_inv_software,1011,2/1/2024
us_en_src_unbr_cons,grc_com_tool,30565,9/1/2024
us_en_src_unbr_cons,grc_grc_platform,33669,2/1/2024
us_en_src_unbr_cons,grc_ra_software,26384,2/1/2024
us_en_src_unbr_cons,grc_rm_solution,37150,2/1/2025
us_en_src_unbr_cons,grc_rm_tool,37330,7/1/2024
uk_en_src_unbr_cons,cs_icm_software,45467,5/1/2024
uk_en_src_unbr_cons,grc_rm_tool,36034,9/1/2024
uk_en_src_unbr_cons,grc_tprm_software(vendor),28526,9/1/2024
ca_en_src_br_conv_paused Nov 2024,br_br_pure,17393,1/1/2024
ca_en_src_unbr_cons,grc_erm_solution,43801,1/1/2024
us_en_src_unbr_cons,cs_icm_solution,12494,2/1/2024
us_en_src_unbr_cons,cs_im_repsof,13997,3/1/2025
us_en_src_unbr_cons,cs_im_ressof,12240,9/1/2024
us_en_src_unbr_cons,cs_inv_software,9831,3/1/2024
us_en_src_unbr_cons,grc_erm_software,7245,2/1/2025
us_en_src_unbr_cons,grc_erm_tool,6964,1/1/2024
us_en_src_unbr_cons,grc_ra_software,15588,1/1/2024
us_en_src_unbr_cons,grc_ra_tool,22081,2/1/2024
us_en_src_unbr_cons,grc_rcm_software,9953,6/1/2024
us_en_src_unbr_cons,grc_rgc_tool,27149,3/1/2024
us_en_src_unbr_cons,grc_rm_software,6970,8/1/2024
us_en_src_unbr_cons,grc_rm_tool,22916,1/1/2024
uk_en_src_br_conv,br_br_website,18643,2/1/2025
uk_en_src_unbr_cons,cs_icm_software,40912,2/1/2024
uk_en_src_unbr_cons,grc_rcm_software,44092,10/1/2024
ca_en_src_unbr_cons,grc_iso27001_software,19125,2/1/2024
ca_en_src_unbr_cons,grc_ra_software,41251,6/1/2024
us_en_src_unbr_cons,cs_im_repsof,43822,2/1/2025
us_en_src_unbr_cons,cs_im_ressof,24299,2/1/2025
us_en_src_unbr_cons,cs_im_system,8310,9/1/2024
us_en_src_unbr_cons,grc_com_tool,2804,8/1/2024
us_en_src_unbr_cons,grc_erm_software,24616,7/1/2024
us_en_src_unbr_cons,grc_erm_system,2419,10/1/2024
us_en_src_unbr_cons,grc_ra_system,32628,8/1/2024
us_en_src_unbr_cons,grc_reg_software,36903,6/1/2024
us_en_src_unbr_cons,grc_reg_software,6501,10/1/2024
us_en_src_unbr_cons,grc_rm_best,4912,11/1/2024
us_en_src_unbr_cons,grc_rm_software,26879,4/1/2024
us_en_src_unbr_cons,grc_rm_software,35918,7/1/2024
us_en_src_unbr_cons,grc_rm_tool,19883,10/1/2024
us_en_src_unbr_cons,grc_sc_solution,15000,6/1/2024
uk_en_src_br_conv,br_br_website,1247,2/1/2024
uk_en_src_br_conv,br_br_website,30475,8/1/2024
uk_en_src_br_conv,br_br_website,38888,10/1/2024
uk_en_src_unbr_cons,grc_com_software,43200,7/1/2024
uk_en_src_unbr_cons,grc_rm_system,5525,1/1/2025
uk_en_src_unbr_cons,grc_rm_tool,42576,11/1/2024
ca_en_src_unbr_cons,cs_cc_security,8866,1/1/2024
ca_en_src_unbr_cons,cs_im_misc,12983,3/1/2025
all_en_src_br_conv,br_br_website,16903,2/1/2025
us_en_src_unbr_cons,cs_cc_security,25297,2/1/2024
us_en_src_unbr_cons,cs_img_response,31518,2/1/2024
us_en_src_unbr_cons,grc_com_solution,13051,12/1/2024
us_en_src_unbr_cons,grc_erm_software,15294,11/1/2024
us_en_src_unbr_cons,grc_ra_system,42786,10/1/2024
us_en_src_unbr_cons,grc_ra_tool,41987,5/1/2024
us_en_src_unbr_cons,grc_reg_software,2817,8/1/2024
us_en_src_unbr_cons,grc_reg_software,2879,12/1/2024
us_en_src_unbr_cons,grc_rm_platform,8264,9/1/2024
us_en_src_unbr_cons,grc_rm_system,49391,6/1/2024
uk_en_src_br_conv,br_br_website,26024,9/1/2024
uk_en_src_unbr_cons,cs_im_repsof,16263,9/1/2024
uk_en_src_unbr_cons,grc_ra_tool,36151,1/1/2025
uk_en_src_unbr_cons,grc_rm_software,4554,7/1/2024
ca_en_src_unbr_cons,grc_rgc_software,29708,2/1/2024
ca_en_src_unbr_cons,grc_rgc_software,3511,4/1/2024
ca_en_src_unbr_cons,grc_rgc_software,23516,5/1/2024
us_en_src_unbr_cons,grc_erm_system,5625,8/1/2024
us_en_src_unbr_cons,grc_grc_automation,13102,3/1/2024
us_en_src_unbr_cons,grc_grc_tool,18602,6/1/2024
us_en_src_unbr_cons,grc_rm_platform,31667,4/1/2024
us_en_src_unbr_cons,grc_tprm_software(vendor),6169,11/1/2024
uk_en_src_br_conv,br_br_website,6632,3/1/2024
uk_en_src_br_conv,br_br_website,6355,4/1/2024
uk_en_src_br_conv,br_br_website,5135,5/1/2024
uk_en_src_unbr_cons,cs_icm_software,2402,3/1/2024
uk_en_src_unbr_cons,grc_ra_solution,30177,9/1/2024
uk_en_src_unbr_cons,grc_rm_software,27051,4/1/2024
ca_en_src_br_conv_paused Nov 2024,br_br_company,48638,2/1/2024
ca_en_src_unbr_cons,grc_tprm_software(vendor),37073,9/1/2024
us_en_src_unbr_cons,grc_ra_tool,21202,1/1/2024
us_en_src_unbr_cons,grc_rgc_solution,10327,3/1/2024
us_en_src_unbr_cons,grc_rm_solution,23611,5/1/2024
us_en_src_unbr_cons,grc_rm_system,20017,5/1/2024
us_en_src_unbr_cons,grc_rm_tool,23166,12/1/2024
uk_en_src_br_conv,br_br_erm,36526,5/1/2024
uk_en_src_br_conv,br_br_website,9526,6/1/2024
uk_en_src_br_conv,br_br_website,20350,7/1/2024
uk_en_src_unbr_cons,grc_grc_automation,39689,5/1/2024
uk_en_src_unbr_cons,grc_rm_solution,44702,10/1/2024
ca_en_src_br_conv_paused Nov 2024,br_br_erm,16933,2/1/2024
ca_en_src_br_conv_paused Nov 2024,brand_brand_core,9175,3/1/2024
ca_en_src_unbr_cons,grc_com_software,16285,2/1/2025
ca_en_src_unbr_cons,grc_ra_solution,41513,10/1/2024
ca_en_src_unbr_cons,grc_rgc_software,48129,3/1/2024
ca_en_src_unbr_cons,grc_rm_software,3891,9/1/2024
ca_en_src_unbr_cons,grc_rm_solution,13597,9/1/2024
ca_en_src_unbr_cons,grc_soc2_software,43785,2/1/2024
ca_en_src_unbr_cons,infosec_itc_tool,22654,4/1/2024
all_en_src_br_conv,br_br_erm,11985,5/1/2024
all_en_src_br_conv,br_br_im,27775,5/1/2024
all_en_src_br_conv,br_br_im,37969,2/1/2025
all_en_src_br_conv,br_br_software,24575,1/1/2025
all_en_src_br_conv,brand_brand_core,43753,5/1/2024
us_en_src_unbr_cons,cs_cc_software,30686,2/1/2025
us_en_src_unbr_cons,cs_icm_solution,27308,3/1/2024
us_en_src_unbr_cons,cs_icm_system,47861,1/1/2024
us_en_src_unbr_cons,cs_icm_system,48012,3/1/2024
us_en_src_unbr_cons,cs_im_repsof,1522,7/1/2024
us_en_src_unbr_cons,cs_im_respla,363,10/1/2024
us_en_src_unbr_cons,cs_img_report,37527,5/1/2024
us_en_src_unbr_cons,grc_erm_platform,15859,3/1/2024
us_en_src_unbr_cons,grc_erm_system,20097,11/1/2024
us_en_src_unbr_cons,grc_grc_automation,14582,5/1/2024
us_en_src_unbr_cons,grc_grc_software,3971,11/1/2024
us_en_src_unbr_cons,grc_ia_solution,6362,9/1/2024
us_en_src_unbr_cons,grc_ia_system,33290,11/1/2024
us_en_src_unbr_cons,grc_itc_software,22637,2/1/2024
us_en_src_unbr_cons,grc_rgc_solution,11316,5/1/2024
us_en_src_unbr_cons,infosec_itc_tool,48336,2/1/2024
uk_en_src_br_conv,br_br_software,46470,2/1/2024
uk_en_src_unbr_cons,cs_cm_software,43703,2/1/2025
uk_en_src_unbr_cons,grc_ra_software,10627,10/1/2024
uk_en_src_unbr_cons,grc_rm_software,18858,11/1/2024
uk_en_src_unbr_cons,grc_rm_system,5933,10/1/2024
uk_en_src_unbr_cons,grc_rm_tool,12469,7/1/2024
uk_en_src_unbr_cons,infosec_infosec_system,3858,2/1/2024
ca_en_src_br_conv_paused Nov 2024,br_br_grc,47629,1/1/2024
ca_en_src_br_conv_paused Nov 2024,br_br_im,49897,2/1/2024
ca_en_src_unbr_cons,cs_cm_software,47794,9/1/2024
ca_en_src_unbr_cons,grc_ra_solution,5361,9/1/2024
ca_en_src_unbr_cons,grc_rm_tool,47191,1/1/2024
all_en_src_br_conv,br_br_website,41281,1/1/2025
us_en_src_unbr_cons,cs_im_healthcare,47812,2/1/2025
us_en_src_unbr_cons,cs_im_healthcare_paused,30309,8/1/2024
us_en_src_unbr_cons,cs_im_repsof,40483,11/1/2024
us_en_src_unbr_cons,cs_im_system,49541,12/1/2024
us_en_src_unbr_cons,grc_com_software,24941,3/1/2025
us_en_src_unbr_cons,grc_com_tool,22131,1/1/2025
us_en_src_unbr_cons,grc_ia_system,29000,10/1/2024
us_en_src_unbr_cons,grc_ra_software,7398,4/1/2024
us_en_src_unbr_cons,grc_rm_solution,26126,1/1/2024
us_en_src_unbr_cons,grc_rm_system,20076,4/1/2024
us_en_src_unbr_cons,grc_tprm_software(vendor),27009,8/1/2024
uk_en_src_br_conv,br_br_rm,38495,12/1/2024
uk_en_src_unbr_cons,cs_cm_software,39662,6/1/2024
uk_en_src_unbr_cons,cs_cm_software,26850,7/1/2024
uk_en_src_unbr_cons,grc_com_software,49962,11/1/2024
uk_en_src_unbr_cons,grc_rm_software,16890,1/1/2024
